school_name,grade,average_math_level,average_ela_level,district,lat,long,city,zip,grade_low,grade_high,econ_need_index,perc_ell,perc_asian,perc_black,perc_hispanic,perc_white,perc_attendance,perc_chron_absent,perc_rigorous_instruction,perc_collaborative_teachers,perc_supportive_environment,perc_effective_leadership,perc_community_ties,perc_trust,grades,n_grades,in_manhattan
J.H.S. 131 Albert Einstein,7,1.218309859,1.578571429,8,40.822925,-73.859998,BRONX,10473,6,8,0.812,8,3,35,60,1,90,34,79,90,78,84,74,87,"06,07,08",3,No
J.H.S. 131 Albert Einstein,8,1.284883721,1.805,8,40.822925,-73.859998,BRONX,10473,6,8,0.812,8,3,35,60,1,90,34,79,90,78,84,74,87,"06,07,08",3,No
P.S. 138 Samuel Randall,3,2.037878788,1.946969697,8,40.822288,-73.853157,BRONX,10473,PK,5,0.851,4,2,26,70,1,89,42,94,97,92,86,81,95,"PK,0K,01,02,03,04,05",7,No
P.S. 138 Samuel Randall,4,1.986013986,2.027972028,8,40.822288,-73.853157,BRONX,10473,PK,5,0.851,4,2,26,70,1,89,42,94,97,92,86,81,95,"PK,0K,01,02,03,04,05",7,No
P.S. 138 Samuel Randall,5,1.909090909,1.702970297,8,40.822288,-73.853157,BRONX,10473,PK,5,0.851,4,2,26,70,1,89,42,94,97,92,86,81,95,"PK,0K,01,02,03,04,05",7,No
P.S. X140 The Eagle School,3,2.012048193,1.858823529,8,40.823318,-73.907489,BRONX,10456,PK,5,0.875,11,0,35,61,2,90,40,88,82,87,76,84,88,"PK,0K,01,02,03,04,05",7,No
P.S. X140 The Eagle School,4,1.778947368,1.978723404,8,40.823318,-73.907489,BRONX,10456,PK,5,0.875,11,0,35,61,2,90,40,88,82,87,76,84,88,"PK,0K,01,02,03,04,05",7,No
P.S. X140 The Eagle School,5,1.64,1.69,8,40.823318,-73.907489,BRONX,10456,PK,5,0.875,11,0,35,61,2,90,40,88,82,87,76,84,88,"PK,0K,01,02,03,04,05",7,No
P.S. 146 Edward Collins,3,2.238095238,2.076923077,8,40.824717,-73.905734,BRONX,10456,PK,5,0.911,13,1,42,55,0,91,36,95,90,92,82,83,89,"PK,0K,01,02,03,04,05",7,No
P.S. 146 Edward Collins,4,1.955555556,1.837209302,8,40.824717,-73.905734,BRONX,10456,PK,5,0.911,13,1,42,55,0,91,36,95,90,92,82,83,89,"PK,0K,01,02,03,04,05",7,No
P.S. 146 Edward Collins,5,2.095238095,1.87804878,8,40.824717,-73.905734,BRONX,10456,PK,5,0.911,13,1,42,55,0,91,36,95,90,92,82,83,89,"PK,0K,01,02,03,04,05",7,No
P.S. 152 Evergreen,3,1.921259843,1.709677419,8,40.823941,-73.880479,BRONX,10472,PK,SE,0.913,26,1,18,78,1,91,35,80,83,89,73,83,85,"PK,0K,01,02,03,04,05,SE",8,No
P.S. 152 Evergreen,4,1.846153846,1.887323944,8,40.823941,-73.880479,BRONX,10472,PK,SE,0.913,26,1,18,78,1,91,35,80,83,89,73,83,85,"PK,0K,01,02,03,04,05,SE",8,No
P.S. 152 Evergreen,5,1.759124088,1.84962406,8,40.823941,-73.880479,BRONX,10472,PK,SE,0.913,26,1,18,78,1,91,35,80,83,89,73,83,85,"PK,0K,01,02,03,04,05,SE",8,No
P.S. 182,3,2.100591716,2.05988024,8,40.818925,-73.856976,BRONX,10473,PK,5,0.73,4,8,28,62,2,92,32,85,75,82,59,80,82,"PK,0K,01,02,03,04,05",7,No
P.S. 182,4,2.366013072,2.4,8,40.818925,-73.856976,BRONX,10473,PK,5,0.73,4,8,28,62,2,92,32,85,75,82,59,80,82,"PK,0K,01,02,03,04,05",7,No
P.S. 182,5,1.937106918,1.835443038,8,40.818925,-73.856976,BRONX,10473,PK,5,0.73,4,8,28,62,2,92,32,85,75,82,59,80,82,"PK,0K,01,02,03,04,05",7,No
Bronx Studio School for Writers and Artists,6,1.459459459,1.623376623,8,40.820388,-73.892961,BRONX,10459,6,12,0.853,14,1,22,76,1,92,29,81,84,79,82,75,91,"06,07,08,09,10,11,12",7,No
Bronx Studio School for Writers and Artists,7,1.512195122,1.915662651,8,40.820388,-73.892961,BRONX,10459,6,12,0.853,14,1,22,76,1,92,29,81,84,79,82,75,91,"06,07,08,09,10,11,12",7,No
Bronx Studio School for Writers and Artists,8,1.423076923,1.92,8,40.820388,-73.892961,BRONX,10459,6,12,0.853,14,1,22,76,1,92,29,81,84,79,82,75,91,"06,07,08,09,10,11,12",7,No
M.S. 301 Paul L. Dunbar,6,1.541666667,1.4,8,40.822291,-73.906739,BRONX,10456,6,8,0.823,22,0,41,57,1,88,45,84,89,87,85,80,92,"06,07,08",3,No
M.S. 301 Paul L. Dunbar,7,1.301587302,1.360655738,8,40.822291,-73.906739,BRONX,10456,6,8,0.823,22,0,41,57,1,88,45,84,89,87,85,80,92,"06,07,08",3,No
M.S. 301 Paul L. Dunbar,8,1.287671233,1.611940299,8,40.822291,-73.906739,BRONX,10456,6,8,0.823,22,0,41,57,1,88,45,84,89,87,85,80,92,"06,07,08",3,No
M.S. 302 Luisa Dessus Cruz,6,1.783783784,1.722222222,8,40.816078,-73.901599,BRONX,10455,6,8,0.906,25,1,20,77,1,87,48,82,84,95,76,77,92,"06,07,08",3,No
M.S. 302 Luisa Dessus Cruz,7,1.620915033,1.865771812,8,40.816078,-73.901599,BRONX,10455,6,8,0.906,25,1,20,77,1,87,48,82,84,95,76,77,92,"06,07,08",3,No
M.S. 302 Luisa Dessus Cruz,8,1.609756098,1.956521739,8,40.816078,-73.901599,BRONX,10455,6,8,0.906,25,1,20,77,1,87,48,82,84,95,76,77,92,"06,07,08",3,No
P.S. 304 Early Childhood School,3,2.593406593,2.577777778,8,40.82708,-73.829211,BRONX,10465,PK,5,0.388,1,7,5,59,27,95,13,90,94,96,86,90,98,"PK,0K,01,02,03,04,05",7,No
P.S. 304 Early Childhood School,4,2.810810811,2.959459459,8,40.82708,-73.829211,BRONX,10465,PK,5,0.388,1,7,5,59,27,95,13,90,94,96,86,90,98,"PK,0K,01,02,03,04,05",7,No
P.S. 304 Early Childhood School,5,2.638554217,2.602409639,8,40.82708,-73.829211,BRONX,10465,PK,5,0.388,1,7,5,59,27,95,13,90,94,96,86,90,98,"PK,0K,01,02,03,04,05",7,No
The School for Inquiry and Social Justice,6,2.362416107,2.047297297,8,40.824989,-73.874162,BRONX,10472,6,8,0.781,9,4,28,68,1,93,20,97,97,86,96,80,94,"06,07,08",3,No
The School for Inquiry and Social Justice,7,2.549132948,2.377906977,8,40.824989,-73.874162,BRONX,10472,6,8,0.781,9,4,28,68,1,93,20,97,97,86,96,80,94,"06,07,08",3,No
The School for Inquiry and Social Justice,8,2.255555556,2.461538462,8,40.824989,-73.874162,BRONX,10472,6,8,0.781,9,4,28,68,1,93,20,97,97,86,96,80,94,"06,07,08",3,No
"Archimedes Academy for Math, Science and Technolog",6,1.723404255,1.923076923,8,40.815043,-73.85607,BRONX,10473,6,12,0.723,7,8,32,58,1,93,24,81,78,80,66,71,83,"06,07,08,09,10,11,12",7,No
"Archimedes Academy for Math, Science and Technolog",7,1.569620253,1.923076923,8,40.815043,-73.85607,BRONX,10473,6,12,0.723,7,8,32,58,1,93,24,81,78,80,66,71,83,"06,07,08,09,10,11,12",7,No
"Archimedes Academy for Math, Science and Technolog",8,1.453125,2.183908046,8,40.815043,-73.85607,BRONX,10473,6,12,0.723,7,8,32,58,1,93,24,81,78,80,66,71,83,"06,07,08,09,10,11,12",7,No
Urban Institute of Mathematics,6,2.2,2.397727273,8,40.826794,-73.818083,BRONX,10465,6,8,0.56,3,5,15,59,21,93,25,88,87,87,82,76,87,"06,07,08",3,No
Urban Institute of Mathematics,7,2.054054054,2.378378378,8,40.826794,-73.818083,BRONX,10465,6,8,0.56,3,5,15,59,21,93,25,88,87,87,82,76,87,"06,07,08",3,No
Urban Institute of Mathematics,8,1.852272727,2.443181818,8,40.826794,-73.818083,BRONX,10465,6,8,0.56,3,5,15,59,21,93,25,88,87,87,82,76,87,"06,07,08",3,No
The Bronx Mathematics Preparatory School,6,1.55,1.533333333,8,40.815043,-73.85607,BRONX,10473,6,8,0.818,17,2,33,63,0,89,40,79,75,79,65,76,81,"06,07,08",3,No
The Bronx Mathematics Preparatory School,7,1.325,1.683544304,8,40.815043,-73.85607,BRONX,10473,6,8,0.818,17,2,33,63,0,89,40,79,75,79,65,76,81,"06,07,08",3,No
The Bronx Mathematics Preparatory School,8,1.227848101,1.655913978,8,40.815043,-73.85607,BRONX,10473,6,8,0.818,17,2,33,63,0,89,40,79,75,79,65,76,81,"06,07,08",3,No
Antonia Pantoja Preparatory Academy: A College Boa,6,1.857142857,2.24,8,40.821218,-73.85593,BRONX,10473,6,12,0.756,11,7,22,68,1,90,32,84,71,74,61,74,85,"06,07,08,09,10,11,12",7,No
Antonia Pantoja Preparatory Academy: A College Boa,7,1.290322581,1.866666667,8,40.821218,-73.85593,BRONX,10473,6,12,0.756,11,7,22,68,1,90,32,84,71,74,61,74,85,"06,07,08,09,10,11,12",7,No
Antonia Pantoja Preparatory Academy: A College Boa,8,1.424242424,2.181818182,8,40.821218,-73.85593,BRONX,10473,6,12,0.756,11,7,22,68,1,90,32,84,71,74,61,74,85,"06,07,08,09,10,11,12",7,No
The Hunts Point School,6,1.294117647,1.442105263,8,40.815827,-73.885284,BRONX,10474,6,8,0.876,27,0,21,77,1,90,35,83,74,83,73,82,86,"06,07,08",3,No
The Hunts Point School,7,1.175257732,1.35483871,8,40.815827,-73.885284,BRONX,10474,6,8,0.876,27,0,21,77,1,90,35,83,74,83,73,82,86,"06,07,08",3,No
The Hunts Point School,8,1.336842105,1.651162791,8,40.815827,-73.885284,BRONX,10474,6,8,0.876,27,0,21,77,1,90,35,83,74,83,73,82,86,"06,07,08",3,No
Soundview Academy for Culture and Scholarship,6,1.818965517,1.630630631,8,40.822925,-73.859998,BRONX,10473,6,8,0.802,11,2,31,65,1,91,31,86,88,87,81,84,90,"06,07,08",3,No
Soundview Academy for Culture and Scholarship,7,1.794871795,1.939130435,8,40.822925,-73.859998,BRONX,10473,6,8,0.802,11,2,31,65,1,91,31,86,88,87,81,84,90,"06,07,08",3,No
Soundview Academy for Culture and Scholarship,8,1.246753247,1.954954955,8,40.822925,-73.859998,BRONX,10473,6,8,0.802,11,2,31,65,1,91,31,86,88,87,81,84,90,"06,07,08",3,No
Mott Hall Community School,6,1.564705882,1.80952381,8,40.826794,-73.818083,BRONX,10465,6,8,0.639,6,4,10,69,18,92,31,74,80,81,57,78,81,"06,07,08",3,No
Mott Hall Community School,7,1.565789474,1.961038961,8,40.826794,-73.818083,BRONX,10465,6,8,0.639,6,4,10,69,18,92,31,74,80,81,57,78,81,"06,07,08",3,No
Mott Hall Community School,8,1.24,1.898305085,8,40.826794,-73.818083,BRONX,10465,6,8,0.639,6,4,10,69,18,92,31,74,80,81,57,78,81,"06,07,08",3,No
Blueprint Middle School,6,1.76744186,1.864197531,8,40.829153,-73.857882,BRONX,10472,6,8,0.796,15,23,18,56,1,92,29,93,95,80,93,79,91,"06,07,08",3,No
Blueprint Middle School,7,1.683168317,1.803921569,8,40.829153,-73.857882,BRONX,10472,6,8,0.796,15,23,18,56,1,92,29,93,95,80,93,79,91,"06,07,08",3,No
Blueprint Middle School,8,1.634408602,1.926315789,8,40.829153,-73.857882,BRONX,10472,6,8,0.796,15,23,18,56,1,92,29,93,95,80,93,79,91,"06,07,08",3,No
P.S./M.S. 004 Crotona Park West,3,2.257142857,1.956521739,9,40.841758,-73.897943,BRONX,10457,0K,8,0.903,12,1,53,45,1,88,44,85,77,89,68,80,86,"0K,01,02,03,04,05,06,07,08",9,No
P.S./M.S. 004 Crotona Park West,4,2.071428571,2,9,40.841758,-73.897943,BRONX,10457,0K,8,0.903,12,1,53,45,1,88,44,85,77,89,68,80,86,"0K,01,02,03,04,05,06,07,08",9,No
P.S./M.S. 004 Crotona Park West,5,1.566666667,1.540983607,9,40.841758,-73.897943,BRONX,10457,0K,8,0.903,12,1,53,45,1,88,44,85,77,89,68,80,86,"0K,01,02,03,04,05,06,07,08",9,No
P.S./M.S. 004 Crotona Park West,6,1.849056604,1.705882353,9,40.841758,-73.897943,BRONX,10457,0K,8,0.903,12,1,53,45,1,88,44,85,77,89,68,80,86,"0K,01,02,03,04,05,06,07,08",9,No
P.S./M.S. 004 Crotona Park West,7,2.511627907,2.317073171,9,40.841758,-73.897943,BRONX,10457,0K,8,0.903,12,1,53,45,1,88,44,85,77,89,68,80,86,"0K,01,02,03,04,05,06,07,08",9,No
P.S./M.S. 004 Crotona Park West,8,1.892857143,2.185185185,9,40.841758,-73.897943,BRONX,10457,0K,8,0.903,12,1,53,45,1,88,44,85,77,89,68,80,86,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 011 Highbridge,3,1.909090909,1.854545455,9,40.839693,-73.92589,BRONX,10452,0K,4,0.923,25,0,30,69,0,92,33,95,94,92,83,84,93,"0K,01,02,03,04",5,No
P.S. 011 Highbridge,4,1.81981982,1.917431193,9,40.839693,-73.92589,BRONX,10452,0K,4,0.923,25,0,30,69,0,92,33,95,94,92,83,84,93,"0K,01,02,03,04",5,No
P.S. 011 Highbridge,5,1.796747967,1.933884298,9,40.839693,-73.92589,BRONX,10452,0K,4,0.923,25,0,30,69,0,92,33,95,94,92,83,84,93,"0K,01,02,03,04",5,No
J.H.S. 022 Jordan L. Mott,6,1.366412214,1.541666667,9,40.832022,-73.91435,BRONX,10456,5,8,0.877,37,1,25,72,1,90,34,85,82,82,76,77,88,"05,06,07,08",4,No
J.H.S. 022 Jordan L. Mott,7,1.4453125,1.495798319,9,40.832022,-73.91435,BRONX,10456,5,8,0.877,37,1,25,72,1,90,34,85,82,82,76,77,88,"05,06,07,08",4,No
J.H.S. 022 Jordan L. Mott,8,1.411764706,1.784615385,9,40.832022,-73.91435,BRONX,10456,5,8,0.877,37,1,25,72,1,90,34,85,82,82,76,77,88,"05,06,07,08",4,No
P.S. 028 Mount Hope,3,2.132653061,1.826530612,9,40.848344,-73.903821,BRONX,10457,PK,5,0.922,32,1,18,81,1,91,33,90,80,89,50,93,62,"PK,0K,01,02,03,04,05",7,No
P.S. 028 Mount Hope,4,2,1.983193277,9,40.848344,-73.903821,BRONX,10457,PK,5,0.922,32,1,18,81,1,91,33,90,80,89,50,93,62,"PK,0K,01,02,03,04,05",7,No
P.S. 028 Mount Hope,5,1.962616822,1.89,9,40.848344,-73.903821,BRONX,10457,PK,5,0.922,32,1,18,81,1,91,33,90,80,89,50,93,62,"PK,0K,01,02,03,04,05",7,No
P.S. 035 Franz Siegel,3,1.96031746,1.915966387,9,40.828009,-73.917705,BRONX,10451,0K,5,0.834,25,1,29,68,1,93,23,89,87,86,76,81,92,"0K,01,02,03,04,05",6,No
P.S. 035 Franz Siegel,4,1.788135593,2.114035088,9,40.828009,-73.917705,BRONX,10451,0K,5,0.834,25,1,29,68,1,93,23,89,87,86,76,81,92,"0K,01,02,03,04,05",6,No
P.S. 035 Franz Siegel,5,1.756756757,1.869158879,9,40.828009,-73.917705,BRONX,10451,0K,5,0.834,25,1,29,68,1,93,23,89,87,86,76,81,92,"0K,01,02,03,04,05",6,No
P.S. 042 Claremont,3,1.486486486,1.6,9,40.838636,-73.903243,BRONX,10457,PK,5,0.935,16,0,41,56,2,90,37,88,91,86,88,90,93,"PK,0K,01,02,03,04,05",7,No
P.S. 042 Claremont,4,1.815384615,2.0625,9,40.838636,-73.903243,BRONX,10457,PK,5,0.935,16,0,41,56,2,90,37,88,91,86,88,90,93,"PK,0K,01,02,03,04,05",7,No
P.S. 042 Claremont,5,1.621212121,1.612903226,9,40.838636,-73.903243,BRONX,10457,PK,5,0.935,16,0,41,56,2,90,37,88,91,86,88,90,93,"PK,0K,01,02,03,04,05",7,No
P.S. 053 Basheer Quisim,3,2.244791667,2.091397849,9,40.832648,-73.911906,BRONX,10456,PK,5,0.919,26,1,33,64,2,90,42,91,88,92,81,80,88,"PK,0K,01,02,03,04,05",7,No
P.S. 053 Basheer Quisim,4,2.415300546,2.248587571,9,40.832648,-73.911906,BRONX,10456,PK,5,0.919,26,1,33,64,2,90,42,91,88,92,81,80,88,"PK,0K,01,02,03,04,05",7,No
P.S. 053 Basheer Quisim,5,1.96969697,2.010582011,9,40.832648,-73.911906,BRONX,10456,PK,5,0.919,26,1,33,64,2,90,42,91,88,92,81,80,88,"PK,0K,01,02,03,04,05",7,No
P.S. 055 Benjamin Franklin,3,1.58490566,1.676190476,9,40.835934,-73.90497,BRONX,10456,PK,5,0.939,11,0,47,52,0,92,28,86,78,83,74,81,90,"PK,0K,01,02,03,04,05",7,No
P.S. 055 Benjamin Franklin,4,1.478632479,1.554621849,9,40.835934,-73.90497,BRONX,10456,PK,5,0.939,11,0,47,52,0,92,28,86,78,83,74,81,90,"PK,0K,01,02,03,04,05",7,No
P.S. 055 Benjamin Franklin,5,1.528846154,1.480392157,9,40.835934,-73.90497,BRONX,10456,PK,5,0.939,11,0,47,52,0,92,28,86,78,83,74,81,90,"PK,0K,01,02,03,04,05",7,No
P.S. 058,3,1.808988764,1.802469136,9,40.846383,-73.898826,BRONX,10457,0K,6,0.91,20,0,26,71,1,90,43,87,79,86,69,79,80,"0K,01,02,03,04,05,06",7,No
P.S. 058,4,1.608695652,1.692307692,9,40.846383,-73.898826,BRONX,10457,0K,6,0.91,20,0,26,71,1,90,43,87,79,86,69,79,80,"0K,01,02,03,04,05,06",7,No
P.S. 058,5,1.542372881,1.526315789,9,40.846383,-73.898826,BRONX,10457,0K,6,0.91,20,0,26,71,1,90,43,87,79,86,69,79,80,"0K,01,02,03,04,05,06",7,No
P.S. 063 Author's Academy,3,2.14159292,2.121495327,9,40.83093,-73.901859,BRONX,10456,PK,5,0.89,20,0,36,61,3,90,39,96,94,94,88,86,95,"PK,0K,01,02,03,04,05",7,No
P.S. 063 Author's Academy,4,2.567567568,2.561643836,9,40.83093,-73.901859,BRONX,10456,PK,5,0.89,20,0,36,61,3,90,39,96,94,94,88,86,95,"PK,0K,01,02,03,04,05",7,No
P.S. 063 Author's Academy,5,1.75,1.975308642,9,40.83093,-73.901859,BRONX,10456,PK,5,0.89,20,0,36,61,3,90,39,96,94,94,88,86,95,"PK,0K,01,02,03,04,05",7,No
P.S. 070 Max Schoenfeld,3,1.843317972,1.711538462,9,40.844236,-73.90807,BRONX,10457,0K,5,0.916,25,1,25,74,1,91,37,88,87,84,82,82,90,"0K,01,02,03,04,05",6,No
P.S. 070 Max Schoenfeld,4,1.607758621,1.755555556,9,40.844236,-73.90807,BRONX,10457,0K,5,0.916,25,1,25,74,1,91,37,88,87,84,82,82,90,"0K,01,02,03,04,05",6,No
P.S. 070 Max Schoenfeld,5,1.5,1.423255814,9,40.844236,-73.90807,BRONX,10457,0K,5,0.916,25,1,25,74,1,91,37,88,87,84,82,82,90,"0K,01,02,03,04,05",6,No
P.S. 073 Bronx,3,1.357723577,1.504,9,40.832609,-73.926415,BRONX,10452,PK,5,0.891,22,0,25,74,1,90,41,85,82,82,68,83,83,"PK,0K,01,02,03,04,05",7,No
P.S. 073 Bronx,4,1.354545455,1.59047619,9,40.832609,-73.926415,BRONX,10452,PK,5,0.891,22,0,25,74,1,90,41,85,82,82,68,83,83,"PK,0K,01,02,03,04,05",7,No
P.S. 073 Bronx,5,1.633928571,1.585585586,9,40.832609,-73.926415,BRONX,10452,PK,5,0.891,22,0,25,74,1,90,41,85,82,82,68,83,83,"PK,0K,01,02,03,04,05",7,No
P.S. 109 Sedgwick,3,1.811965812,1.782608696,9,40.851661,-73.918991,BRONX,10453,PK,5,0.874,25,0,20,80,1,91,32,79,69,73,57,79,77,"PK,0K,01,02,03,04,05",7,No
P.S. 109 Sedgwick,4,1.681415929,2.043478261,9,40.851661,-73.918991,BRONX,10453,PK,5,0.874,25,0,20,80,1,91,32,79,69,73,57,79,77,"PK,0K,01,02,03,04,05",7,No
P.S. 109 Sedgwick,5,1.37398374,1.685950413,9,40.851661,-73.918991,BRONX,10453,PK,5,0.874,25,0,20,80,1,91,32,79,69,73,57,79,77,"PK,0K,01,02,03,04,05",7,No
P.S. 110 Theodore Schoenfeld,3,2,2.163636364,9,40.83447,-73.900654,BRONX,10456,PK,5,0.91,12,0,42,52,5,93,25,83,83,82,68,82,86,"PK,0K,01,02,03,04,05",7,No
P.S. 110 Theodore Schoenfeld,4,1.96969697,2.0625,9,40.83447,-73.900654,BRONX,10456,PK,5,0.91,12,0,42,52,5,93,25,83,83,82,68,82,86,"PK,0K,01,02,03,04,05",7,No
P.S. 110 Theodore Schoenfeld,5,1.625,1.565217391,9,40.83447,-73.900654,BRONX,10456,PK,5,0.91,12,0,42,52,5,93,25,83,83,82,68,82,86,"PK,0K,01,02,03,04,05",7,No
P.S. X114 - Luis Llorens Torres Schools,3,1.753846154,1.632,9,40.834979,-73.923297,BRONX,10452,0K,4,0.904,33,4,22,71,2,92,31,95,93,95,86,83,93,"0K,01,02,03,04",5,No
P.S. X114 - Luis Llorens Torres Schools,4,1.697183099,1.689393939,9,40.834979,-73.923297,BRONX,10452,0K,4,0.904,33,4,22,71,2,92,31,95,93,95,86,83,93,"0K,01,02,03,04",5,No
P.S. X114 - Luis Llorens Torres Schools,5,1.75,1.511627907,9,40.834979,-73.923297,BRONX,10452,0K,4,0.904,33,4,22,71,2,92,31,95,93,95,86,83,93,"0K,01,02,03,04",5,No
I.S. 117 Joseph H. Wade,6,1.388888889,1.444444444,9,40.848552,-73.909022,BRONX,10453,6,8,0.9,41,2,17,80,1,89,39,77,70,80,68,80,84,"06,07,08",3,No
I.S. 117 Joseph H. Wade,7,1.394366197,1.589108911,9,40.848552,-73.909022,BRONX,10453,6,8,0.9,41,2,17,80,1,89,39,77,70,80,68,80,84,"06,07,08",3,No
I.S. 117 Joseph H. Wade,8,1.09202454,1.727272727,9,40.848552,-73.909022,BRONX,10453,6,8,0.9,41,2,17,80,1,89,39,77,70,80,68,80,84,"06,07,08",3,No
P.S. 126 Dr Marjorie H Dunbar,3,1.707865169,1.873563218,9,40.835866,-73.9282,BRONX,10452,PK,6,0.91,22,1,26,71,2,91,36,89,79,85,70,79,79,"PK,0K,01,02,03,04,05,06",8,No
P.S. 126 Dr Marjorie H Dunbar,4,1.757575758,2.020833333,9,40.835866,-73.9282,BRONX,10452,PK,6,0.91,22,1,26,71,2,91,36,89,79,85,70,79,79,"PK,0K,01,02,03,04,05,06",8,No
P.S. 126 Dr Marjorie H Dunbar,5,1.471153846,1.93,9,40.835866,-73.9282,BRONX,10452,PK,6,0.91,22,1,26,71,2,91,36,89,79,85,70,79,79,"PK,0K,01,02,03,04,05,06",8,No
Mott Hall III,6,2.598425197,2.37007874,9,40.83447,-73.900654,BRONX,10456,6,8,0.852,5,2,45,53,0,95,10,88,93,87,88,76,92,"06,07,08",3,No
Mott Hall III,7,2.380530973,2.309734513,9,40.83447,-73.900654,BRONX,10456,6,8,0.852,5,2,45,53,0,95,10,88,93,87,88,76,92,"06,07,08",3,No
Mott Hall III,8,2.305882353,2.74137931,9,40.83447,-73.900654,BRONX,10456,6,8,0.852,5,2,45,53,0,95,10,88,93,87,88,76,92,"06,07,08",3,No
P.S. 132 Garret A. Morgan,3,1.445945946,1.547945205,9,40.832175,-73.907133,BRONX,10456,PK,5,0.928,13,0,44,54,0,88,44,95,76,71,60,75,74,"PK,0K,01,02,03,04,05",7,No
P.S. 132 Garret A. Morgan,4,1.375,1.633802817,9,40.832175,-73.907133,BRONX,10456,PK,5,0.928,13,0,44,54,0,88,44,95,76,71,60,75,74,"PK,0K,01,02,03,04,05",7,No
P.S. 132 Garret A. Morgan,5,1.383333333,1.593220339,9,40.832175,-73.907133,BRONX,10456,PK,5,0.928,13,0,44,54,0,88,44,95,76,71,60,75,74,"PK,0K,01,02,03,04,05",7,No
P.S. 163 Arthur A. Schomburg,3,1.839506173,1.773333333,9,40.8517,-73.899005,BRONX,10457,0K,5,0.928,32,1,37,60,1,93,26,77,55,69,48,78,67,"0K,01,02,03,04,05",6,No
P.S. 163 Arthur A. Schomburg,4,1.67032967,2.081395349,9,40.8517,-73.899005,BRONX,10457,0K,5,0.928,32,1,37,60,1,93,26,77,55,69,48,78,67,"0K,01,02,03,04,05",6,No
P.S. 163 Arthur A. Schomburg,5,1.921348315,2.174418605,9,40.8517,-73.899005,BRONX,10457,0K,5,0.928,32,1,37,60,1,93,26,77,55,69,48,78,67,"0K,01,02,03,04,05",6,No
P.S. 199X - The Shakespeare School,3,1.733870968,1.664,9,40.843453,-73.920826,BRONX,10452,PK,5,0.901,29,0,30,67,1,91,34,87,79,87,69,82,82,"PK,0K,01,02,03,04,05",7,No
P.S. 199X - The Shakespeare School,4,1.614173228,1.74796748,9,40.843453,-73.920826,BRONX,10452,PK,5,0.901,29,0,30,67,1,91,34,87,79,87,69,82,82,"PK,0K,01,02,03,04,05",7,No
P.S. 199X - The Shakespeare School,5,1.682539683,1.68852459,9,40.843453,-73.920826,BRONX,10452,PK,5,0.901,29,0,30,67,1,91,34,87,79,87,69,82,82,"PK,0K,01,02,03,04,05",7,No
P.S. 204 Morris Heights,3,2.577235772,2.43902439,9,40.849416,-73.915217,BRONX,10453,0K,5,0.865,10,1,29,67,2,94,18,89,95,92,89,87,98,"0K,01,02,03,04,05",6,No
P.S. 204 Morris Heights,4,2.324324324,2.541666667,9,40.849416,-73.915217,BRONX,10453,0K,5,0.865,10,1,29,67,2,94,18,89,95,92,89,87,98,"0K,01,02,03,04,05",6,No
P.S. 204 Morris Heights,5,2.340659341,2.057471264,9,40.849416,-73.915217,BRONX,10453,0K,5,0.865,10,1,29,67,2,94,18,89,95,92,89,87,98,"0K,01,02,03,04,05",6,No
Kappa,5,2.117647059,2.176470588,9,40.833493,-73.903951,BRONX,10456,5,8,0.839,15,6,45,48,0,95,12,88,86,84,77,75,88,"05,06,07,08",4,No
Kappa,6,2.098765432,2,9,40.833493,-73.903951,BRONX,10456,5,8,0.839,15,6,45,48,0,95,12,88,86,84,77,75,88,"05,06,07,08",4,No
Kappa,7,2.016129032,2,9,40.833493,-73.903951,BRONX,10456,5,8,0.839,15,6,45,48,0,95,12,88,86,84,77,75,88,"05,06,07,08",4,No
Kappa,8,1.448979592,2.326732673,9,40.833493,-73.903951,BRONX,10456,5,8,0.839,15,6,45,48,0,95,12,88,86,84,77,75,88,"05,06,07,08",4,No
P.S./I.S. 218 Rafael Hernandez Dual Language Magne,3,2.0625,1.830357143,9,40.835681,-73.919571,BRONX,10452,0K,8,0.861,31,4,5,89,1,94,18,89,84,89,76,82,88,"0K,01,02,03,04,05,06,07,08",9,No
P.S./I.S. 218 Rafael Hernandez Dual Language Magne,4,1.982300885,1.973451327,9,40.835681,-73.919571,BRONX,10452,0K,8,0.861,31,4,5,89,1,94,18,89,84,89,76,82,88,"0K,01,02,03,04,05,06,07,08",9,No
P.S./I.S. 218 Rafael Hernandez Dual Language Magne,5,1.859813084,1.811320755,9,40.835681,-73.919571,BRONX,10452,0K,8,0.861,31,4,5,89,1,94,18,89,84,89,76,82,88,"0K,01,02,03,04,05,06,07,08",9,No
P.S./I.S. 218 Rafael Hernandez Dual Language Magne,6,2.085106383,2.212765957,9,40.835681,-73.919571,BRONX,10452,0K,8,0.861,31,4,5,89,1,94,18,89,84,89,76,82,88,"0K,01,02,03,04,05,06,07,08",9,No
P.S./I.S. 218 Rafael Hernandez Dual Language Magne,7,1.837209302,2.011627907,9,40.835681,-73.919571,BRONX,10452,0K,8,0.861,31,4,5,89,1,94,18,89,84,89,76,82,88,"0K,01,02,03,04,05,06,07,08",9,No
